lsoa_code,traj,traj_titles
E01010226,A,"N = 23,924 (72%)"
E01010227,A,"N = 23,924 (72%)"
E01010228,A,"N = 23,924 (72%)"
E01010229,A,"N = 23,924 (72%)"
E01010230,A,"N = 23,924 (72%)"
E01010231,A,"N = 23,924 (72%)"
E01010232,A,"N = 23,924 (72%)"
E01010233,A,"N = 23,924 (72%)"
E01010234,B,"N = 8,124 (26%)"
E01010235,B,"N = 8,124 (26%)"
E01010236,B,"N = 8,124 (26%)"
E01010237,B,"N = 8,124 (26%)"
E01010238,A,"N = 23,924 (72%)"
E01010239,A,"N = 23,924 (72%)"
E01010240,A,"N = 23,924 (72%)"
E01010241,B,"N = 8,124 (26%)"
E01010242,A,"N = 23,924 (72%)"
E01010243,A,"N = 23,924 (72%)"
E01010244,A,"N = 23,924 (72%)"
E01010245,A,"N = 23,924 (72%)"
E01010246,A,"N = 23,924 (72%)"
E01010247,A,"N = 23,924 (72%)"
E01010248,A,"N = 23,924 (72%)"
E01010249,B,"N = 8,124 (26%)"
E01010250,A,"N = 23,924 (72%)"
E01010251,A,"N = 23,924 (72%)"
E01010252,A,"N = 23,924 (72%)"
E01010253,A,"N = 23,924 (72%)"
E01010254,A,"N = 23,924 (72%)"
E01010255,A,"N = 23,924 (72%)"
E01010256,A,"N = 23,924 (72%)"
E01010257,A,"N = 23,924 (72%)"
E01010258,A,"N = 23,924 (72%)"
E01010259,A,"N = 23,924 (72%)"
E01010260,B,"N = 8,124 (26%)"
E01010261,B,"N = 8,124 (26%)"
E01010262,A,"N = 23,924 (72%)"
E01010263,B,"N = 8,124 (26%)"
E01010264,B,"N = 8,124 (26%)"
E01010265,B,"N = 8,124 (26%)"
E01010266,A,"N = 23,924 (72%)"
E01010267,A,"N = 23,924 (72%)"
E01010268,B,"N = 8,124 (26%)"
E01010269,A,"N = 23,924 (72%)"
E01010270,A,"N = 23,924 (72%)"
E01010271,B,"N = 8,124 (26%)"
E01010272,A,"N = 23,924 (72%)"
E01010273,B,"N = 8,124 (26%)"
E01010274,A,"N = 23,924 (72%)"
E01010275,B,"N = 8,124 (26%)"
E01010277,B,"N = 8,124 (26%)"
E01010279,B,"N = 8,124 (26%)"
E01010282,B,"N = 8,124 (26%)"
E01010283,B,"N = 8,124 (26%)"
E01010284,A,"N = 23,924 (72%)"
E01010285,A,"N = 23,924 (72%)"
E01010286,A,"N = 23,924 (72%)"
E01010287,B,"N = 8,124 (26%)"
E01010288,B,"N = 8,124 (26%)"
E01010289,B,"N = 8,124 (26%)"
E01010290,A,"N = 23,924 (72%)"
E01010291,A,"N = 23,924 (72%)"
E01010292,B,"N = 8,124 (26%)"
E01010293,A,"N = 23,924 (72%)"
E01010294,A,"N = 23,924 (72%)"
E01010295,A,"N = 23,924 (72%)"
E01010296,A,"N = 23,924 (72%)"
E01010297,A,"N = 23,924 (72%)"
E01010298,A,"N = 23,924 (72%)"
E01010299,A,"N = 23,924 (72%)"
E01010300,B,"N = 8,124 (26%)"
E01010301,A,"N = 23,924 (72%)"
E01010302,A,"N = 23,924 (72%)"
E01010303,A,"N = 23,924 (72%)"
E01010304,A,"N = 23,924 (72%)"
E01010305,A,"N = 23,924 (72%)"
E01010306,B,"N = 8,124 (26%)"
E01010307,A,"N = 23,924 (72%)"
E01010308,B,"N = 8,124 (26%)"
E01010309,B,"N = 8,124 (26%)"
E01010310,A,"N = 23,924 (72%)"
E01010311,B,"N = 8,124 (26%)"
E01010312,B,"N = 8,124 (26%)"
E01010313,A,"N = 23,924 (72%)"
E01010314,A,"N = 23,924 (72%)"
E01010315,B,"N = 8,124 (26%)"
E01010316,A,"N = 23,924 (72%)"
E01010317,A,"N = 23,924 (72%)"
E01010318,B,"N = 8,124 (26%)"
E01010319,A,"N = 23,924 (72%)"
E01010320,A,"N = 23,924 (72%)"
E01010321,A,"N = 23,924 (72%)"
E01010322,A,"N = 23,924 (72%)"
E01010323,A,"N = 23,924 (72%)"
E01010324,A,"N = 23,924 (72%)"
E01010325,A,"N = 23,924 (72%)"
E01010326,A,"N = 23,924 (72%)"
E01010327,A,"N = 23,924 (72%)"
E01010328,A,"N = 23,924 (72%)"
E01010329,A,"N = 23,924 (72%)"
E01010330,A,"N = 23,924 (72%)"
E01010331,A,"N = 23,924 (72%)"
E01010332,A,"N = 23,924 (72%)"
E01010333,A,"N = 23,924 (72%)"
E01010334,A,"N = 23,924 (72%)"
E01010335,A,"N = 23,924 (72%)"
E01010336,B,"N = 8,124 (26%)"
E01010337,A,"N = 23,924 (72%)"
E01010338,B,"N = 8,124 (26%)"
E01010339,A,"N = 23,924 (72%)"
E01010340,B,"N = 8,124 (26%)"
E01010341,A,"N = 23,924 (72%)"
E01010342,A,"N = 23,924 (72%)"
E01010343,A,"N = 23,924 (72%)"
E01010344,A,"N = 23,924 (72%)"
E01010345,A,"N = 23,924 (72%)"
E01010346,A,"N = 23,924 (72%)"
E01010347,A,"N = 23,924 (72%)"
E01010348,A,"N = 23,924 (72%)"
E01010349,A,"N = 23,924 (72%)"
E01010350,A,"N = 23,924 (72%)"
E01010351,A,"N = 23,924 (72%)"
E01010352,A,"N = 23,924 (72%)"
E01010353,A,"N = 23,924 (72%)"
E01010354,A,"N = 23,924 (72%)"
E01010355,A,"N = 23,924 (72%)"
E01010356,A,"N = 23,924 (72%)"
E01010357,A,"N = 23,924 (72%)"
E01010358,A,"N = 23,924 (72%)"
E01010359,A,"N = 23,924 (72%)"
E01010360,A,"N = 23,924 (72%)"
E01010361,A,"N = 23,924 (72%)"
E01010362,B,"N = 8,124 (26%)"
E01010363,C,"N = 5,664 (3%)"
E01010364,B,"N = 8,124 (26%)"
E01010365,B,"N = 8,124 (26%)"
E01010366,B,"N = 8,124 (26%)"
E01010367,B,"N = 8,124 (26%)"
E01010368,D,N = 83 (0.25%)
E01010369,B,"N = 8,124 (26%)"
E01010370,B,"N = 8,124 (26%)"
E01010371,C,"N = 5,664 (3%)"
E01010372,B,"N = 8,124 (26%)"
E01010373,A,"N = 23,924 (72%)"
E01010374,B,"N = 8,124 (26%)"
E01010375,B,"N = 8,124 (26%)"
E01010376,A,"N = 23,924 (72%)"
E01010377,A,"N = 23,924 (72%)"
E01010378,A,"N = 23,924 (72%)"
E01010379,A,"N = 23,924 (72%)"
E01010380,A,"N = 23,924 (72%)"
E01010381,B,"N = 8,124 (26%)"
E01010382,A,"N = 23,924 (72%)"
E01010383,B,"N = 8,124 (26%)"
E01010384,A,"N = 23,924 (72%)"
E01010385,A,"N = 23,924 (72%)"
E01010386,A,"N = 23,924 (72%)"
E01010387,A,"N = 23,924 (72%)"
E01010388,A,"N = 23,924 (72%)"
E01010389,A,"N = 23,924 (72%)"
E01010390,A,"N = 23,924 (72%)"
E01010391,A,"N = 23,924 (72%)"
E01010392,A,"N = 23,924 (72%)"
E01010393,A,"N = 23,924 (72%)"
E01010394,A,"N = 23,924 (72%)"
E01010395,A,"N = 23,924 (72%)"
E01010396,B,"N = 8,124 (26%)"
E01010397,B,"N = 8,124 (26%)"
E01010398,A,"N = 23,924 (72%)"
E01010399,A,"N = 23,924 (72%)"
E01010400,B,"N = 8,124 (26%)"
E01010401,A,"N = 23,924 (72%)"
E01010402,A,"N = 23,924 (72%)"
E01010403,B,"N = 8,124 (26%)"
E01010404,B,"N = 8,124 (26%)"
E01010405,B,"N = 8,124 (26%)"
E01010406,C,"N = 5,664 (3%)"
E01010407,A,"N = 23,924 (72%)"
E01010408,B,"N = 8,124 (26%)"
E01010409,A,"N = 23,924 (72%)"
E01010410,B,"N = 8,124 (26%)"
E01010411,B,"N = 8,124 (26%)"
E01010412,B,"N = 8,124 (26%)"
E01010413,B,"N = 8,124 (26%)"
E01010414,C,"N = 5,664 (3%)"
E01010415,B,"N = 8,124 (26%)"
E01010416,A,"N = 23,924 (72%)"
E01010417,A,"N = 23,924 (72%)"
E01010418,A,"N = 23,924 (72%)"
E01010419,A,"N = 23,924 (72%)"
E01010420,B,"N = 8,124 (26%)"
E01010421,A,"N = 23,924 (72%)"
E01010422,B,"N = 8,124 (26%)"
E01010423,B,"N = 8,124 (26%)"
E01010424,A,"N = 23,924 (72%)"
E01010425,A,"N = 23,924 (72%)"
E01010426,B,"N = 8,124 (26%)"
E01010427,B,"N = 8,124 (26%)"
E01010428,A,"N = 23,924 (72%)"
E01010429,A,"N = 23,924 (72%)"
E01010430,B,"N = 8,124 (26%)"
E01010431,A,"N = 23,924 (72%)"
E01010432,A,"N = 23,924 (72%)"
E01010433,B,"N = 8,124 (26%)"
E01010434,B,"N = 8,124 (26%)"
E01010435,A,"N = 23,924 (72%)"
E01010436,A,"N = 23,924 (72%)"
E01010437,A,"N = 23,924 (72%)"
E01010438,A,"N = 23,924 (72%)"
E01010439,A,"N = 23,924 (72%)"
E01010440,A,"N = 23,924 (72%)"
E01010441,A,"N = 23,924 (72%)"
E01010442,B,"N = 8,124 (26%)"
E01010443,B,"N = 8,124 (26%)"
E01010444,A,"N = 23,924 (72%)"
E01010445,A,"N = 23,924 (72%)"
E01010446,B,"N = 8,124 (26%)"
E01010447,B,"N = 8,124 (26%)"
E01010448,A,"N = 23,924 (72%)"
E01010449,B,"N = 8,124 (26%)"
E01010450,C,"N = 5,664 (3%)"
E01010451,B,"N = 8,124 (26%)"
E01010452,B,"N = 8,124 (26%)"
E01010453,B,"N = 8,124 (26%)"
E01010454,B,"N = 8,124 (26%)"
E01010455,B,"N = 8,124 (26%)"
E01010456,B,"N = 8,124 (26%)"
E01010457,A,"N = 23,924 (72%)"
E01010458,B,"N = 8,124 (26%)"
E01010459,A,"N = 23,924 (72%)"
E01010460,A,"N = 23,924 (72%)"
E01010461,A,"N = 23,924 (72%)"
E01010462,B,"N = 8,124 (26%)"
E01010463,B,"N = 8,124 (26%)"
E01010464,B,"N = 8,124 (26%)"
E01010465,A,"N = 23,924 (72%)"
E01010466,B,"N = 8,124 (26%)"
E01010467,B,"N = 8,124 (26%)"
E01010468,A,"N = 23,924 (72%)"
E01010469,A,"N = 23,924 (72%)"
E01010470,B,"N = 8,124 (26%)"
E01010471,B,"N = 8,124 (26%)"
E01010472,B,"N = 8,124 (26%)"
E01010473,B,"N = 8,124 (26%)"
E01010474,B,"N = 8,124 (26%)"
E01010475,B,"N = 8,124 (26%)"
E01010476,B,"N = 8,124 (26%)"
E01010477,A,"N = 23,924 (72%)"
E01010478,B,"N = 8,124 (26%)"
E01010479,A,"N = 23,924 (72%)"
E01010480,B,"N = 8,124 (26%)"
E01010481,B,"N = 8,124 (26%)"
E01010482,A,"N = 23,924 (72%)"
E01010483,B,"N = 8,124 (26%)"
E01010484,A,"N = 23,924 (72%)"
E01010485,B,"N = 8,124 (26%)"
E01010486,B,"N = 8,124 (26%)"
E01010487,A,"N = 23,924 (72%)"
E01010488,A,"N = 23,924 (72%)"
E01010489,B,"N = 8,124 (26%)"
E01010490,B,"N = 8,124 (26%)"
E01010491,A,"N = 23,924 (72%)"
E01010492,A,"N = 23,924 (72%)"
E01010493,A,"N = 23,924 (72%)"
E01010494,A,"N = 23,924 (72%)"
E01010495,B,"N = 8,124 (26%)"
E01010496,A,"N = 23,924 (72%)"
E01010497,A,"N = 23,924 (72%)"
E01010498,A,"N = 23,924 (72%)"
E01010499,A,"N = 23,924 (72%)"
E01010500,A,"N = 23,924 (72%)"
E01010501,A,"N = 23,924 (72%)"
E01010502,A,"N = 23,924 (72%)"
E01010503,B,"N = 8,124 (26%)"
E01010504,A,"N = 23,924 (72%)"
E01010505,A,"N = 23,924 (72%)"
E01010506,B,"N = 8,124 (26%)"
E01010507,A,"N = 23,924 (72%)"
E01010508,B,"N = 8,124 (26%)"
E01010509,A,"N = 23,924 (72%)"
E01010510,A,"N = 23,924 (72%)"
E01010511,B,"N = 8,124 (26%)"
E01010512,A,"N = 23,924 (72%)"
E01010513,B,"N = 8,124 (26%)"
E01010514,A,"N = 23,924 (72%)"
E01010515,A,"N = 23,924 (72%)"
E01010516,A,"N = 23,924 (72%)"
E01010517,A,"N = 23,924 (72%)"
E01010518,A,"N = 23,924 (72%)"
E01010519,A,"N = 23,924 (72%)"
E01010520,A,"N = 23,924 (72%)"
E01010521,D,N = 83 (0.25%)
E01010522,B,"N = 8,124 (26%)"
E01010523,B,"N = 8,124 (26%)"
E01010524,B,"N = 8,124 (26%)"
E01010525,B,"N = 8,124 (26%)"
E01010526,B,"N = 8,124 (26%)"
E01010527,B,"N = 8,124 (26%)"
E01010528,B,"N = 8,124 (26%)"
E01010529,A,"N = 23,924 (72%)"
E01010530,B,"N = 8,124 (26%)"
E01010531,B,"N = 8,124 (26%)"
E01010532,B,"N = 8,124 (26%)"
E01010533,B,"N = 8,124 (26%)"
E01010534,A,"N = 23,924 (72%)"
E01010535,B,"N = 8,124 (26%)"
E01010536,A,"N = 23,924 (72%)"
E01010537,A,"N = 23,924 (72%)"
E01010538,A,"N = 23,924 (72%)"
E01010539,A,"N = 23,924 (72%)"
E01010540,A,"N = 23,924 (72%)"
E01010541,A,"N = 23,924 (72%)"
E01010542,A,"N = 23,924 (72%)"
E01010543,A,"N = 23,924 (72%)"
E01010544,A,"N = 23,924 (72%)"
E01010545,A,"N = 23,924 (72%)"
E01010546,A,"N = 23,924 (72%)"
E01010547,A,"N = 23,924 (72%)"
E01010548,A,"N = 23,924 (72%)"
E01010549,A,"N = 23,924 (72%)"
E01010550,A,"N = 23,924 (72%)"
E01010551,A,"N = 23,924 (72%)"
E01010552,A,"N = 23,924 (72%)"
E01010553,A,"N = 23,924 (72%)"
E01010554,A,"N = 23,924 (72%)"
E01010555,B,"N = 8,124 (26%)"
E01010556,A,"N = 23,924 (72%)"
E01010557,A,"N = 23,924 (72%)"
E01010558,A,"N = 23,924 (72%)"
E01010559,A,"N = 23,924 (72%)"
E01010560,A,"N = 23,924 (72%)"
E01010561,A,"N = 23,924 (72%)"
E01010562,A,"N = 23,924 (72%)"
E01010563,A,"N = 23,924 (72%)"
E01010564,C,"N = 5,664 (3%)"
E01010565,A,"N = 23,924 (72%)"
E01010566,A,"N = 23,924 (72%)"
E01010567,A,"N = 23,924 (72%)"
E01010568,A,"N = 23,924 (72%)"
E01010569,B,"N = 8,124 (26%)"
E01010570,A,"N = 23,924 (72%)"
E01010571,B,"N = 8,124 (26%)"
E01010572,A,"N = 23,924 (72%)"
E01010573,A,"N = 23,924 (72%)"
E01010574,A,"N = 23,924 (72%)"
E01010575,A,"N = 23,924 (72%)"
E01010576,A,"N = 23,924 (72%)"
E01010577,A,"N = 23,924 (72%)"
E01010578,B,"N = 8,124 (26%)"
E01010579,A,"N = 23,924 (72%)"
E01010580,A,"N = 23,924 (72%)"
E01010581,A,"N = 23,924 (72%)"
E01010582,A,"N = 23,924 (72%)"
E01010583,B,"N = 8,124 (26%)"
E01010584,B,"N = 8,124 (26%)"
E01010585,A,"N = 23,924 (72%)"
E01010586,A,"N = 23,924 (72%)"
E01010587,B,"N = 8,124 (26%)"
E01010588,A,"N = 23,924 (72%)"
E01010589,A,"N = 23,924 (72%)"
E01010590,B,"N = 8,124 (26%)"
E01010591,A,"N = 23,924 (72%)"
E01010592,A,"N = 23,924 (72%)"
E01010593,A,"N = 23,924 (72%)"
E01010594,A,"N = 23,924 (72%)"
E01010595,B,"N = 8,124 (26%)"
E01010596,A,"N = 23,924 (72%)"
E01010597,B,"N = 8,124 (26%)"
E01010598,B,"N = 8,124 (26%)"
E01010599,A,"N = 23,924 (72%)"
E01010600,A,"N = 23,924 (72%)"
E01010601,B,"N = 8,124 (26%)"
E01010602,B,"N = 8,124 (26%)"
E01010603,A,"N = 23,924 (72%)"
E01010604,A,"N = 23,924 (72%)"
E01010605,B,"N = 8,124 (26%)"
E01010606,B,"N = 8,124 (26%)"
E01010607,B,"N = 8,124 (26%)"
E01010608,B,"N = 8,124 (26%)"
E01010609,B,"N = 8,124 (26%)"
E01010610,B,"N = 8,124 (26%)"
E01010611,C,"N = 5,664 (3%)"
E01010612,C,"N = 5,664 (3%)"
E01010613,C,"N = 5,664 (3%)"
E01010614,B,"N = 8,124 (26%)"
E01010615,B,"N = 8,124 (26%)"
E01010616,B,"N = 8,124 (26%)"
E01010617,B,"N = 8,124 (26%)"
E01010618,B,"N = 8,124 (26%)"
E01010619,B,"N = 8,124 (26%)"
E01010620,B,"N = 8,124 (26%)"
E01010621,A,"N = 23,924 (72%)"
E01010622,B,"N = 8,124 (26%)"
E01010623,B,"N = 8,124 (26%)"
E01010624,B,"N = 8,124 (26%)"
E01010625,B,"N = 8,124 (26%)"
E01010626,B,"N = 8,124 (26%)"
E01010627,B,"N = 8,124 (26%)"
E01010628,B,"N = 8,124 (26%)"
E01010629,B,"N = 8,124 (26%)"
E01010630,B,"N = 8,124 (26%)"
E01010631,B,"N = 8,124 (26%)"
E01010632,B,"N = 8,124 (26%)"
E01010633,B,"N = 8,124 (26%)"
E01010634,A,"N = 23,924 (72%)"
E01010635,B,"N = 8,124 (26%)"
E01010636,A,"N = 23,924 (72%)"
E01010637,A,"N = 23,924 (72%)"
E01010638,A,"N = 23,924 (72%)"
E01010639,A,"N = 23,924 (72%)"
E01010640,A,"N = 23,924 (72%)"
E01010641,A,"N = 23,924 (72%)"
E01010642,A,"N = 23,924 (72%)"
E01010643,A,"N = 23,924 (72%)"
E01010644,B,"N = 8,124 (26%)"
E01010645,A,"N = 23,924 (72%)"
E01010646,A,"N = 23,924 (72%)"
E01010647,A,"N = 23,924 (72%)"
E01010648,A,"N = 23,924 (72%)"
E01010649,B,"N = 8,124 (26%)"
E01010650,C,"N = 5,664 (3%)"
E01010651,A,"N = 23,924 (72%)"
E01010652,A,"N = 23,924 (72%)"
E01010653,B,"N = 8,124 (26%)"
E01010654,C,"N = 5,664 (3%)"
E01010655,B,"N = 8,124 (26%)"
E01010656,A,"N = 23,924 (72%)"
E01010657,B,"N = 8,124 (26%)"
E01010658,B,"N = 8,124 (26%)"
E01010659,B,"N = 8,124 (26%)"
E01010662,B,"N = 8,124 (26%)"
E01010663,C,"N = 5,664 (3%)"
E01010664,A,"N = 23,924 (72%)"
E01010665,B,"N = 8,124 (26%)"
E01010666,B,"N = 8,124 (26%)"
E01010667,B,"N = 8,124 (26%)"
E01010668,A,"N = 23,924 (72%)"
E01010669,B,"N = 8,124 (26%)"
E01010670,B,"N = 8,124 (26%)"
E01010671,A,"N = 23,924 (72%)"
E01010672,A,"N = 23,924 (72%)"
E01010673,B,"N = 8,124 (26%)"
E01010674,B,"N = 8,124 (26%)"
E01010675,A,"N = 23,924 (72%)"
E01010676,B,"N = 8,124 (26%)"
E01010677,B,"N = 8,124 (26%)"
E01010678,A,"N = 23,924 (72%)"
E01010679,B,"N = 8,124 (26%)"
E01010680,B,"N = 8,124 (26%)"
E01010681,A,"N = 23,924 (72%)"
E01010682,B,"N = 8,124 (26%)"
E01010683,A,"N = 23,924 (72%)"
E01010684,A,"N = 23,924 (72%)"
E01010685,A,"N = 23,924 (72%)"
E01010686,A,"N = 23,924 (72%)"
E01010687,A,"N = 23,924 (72%)"
E01010688,B,"N = 8,124 (26%)"
E01010689,B,"N = 8,124 (26%)"
E01010690,B,"N = 8,124 (26%)"
E01010691,A,"N = 23,924 (72%)"
E01010692,A,"N = 23,924 (72%)"
E01010693,A,"N = 23,924 (72%)"
E01010694,A,"N = 23,924 (72%)"
E01010695,A,"N = 23,924 (72%)"
E01010696,A,"N = 23,924 (72%)"
E01010697,A,"N = 23,924 (72%)"
E01010698,B,"N = 8,124 (26%)"
E01010699,A,"N = 23,924 (72%)"
E01010700,B,"N = 8,124 (26%)"
E01010701,B,"N = 8,124 (26%)"
E01010702,A,"N = 23,924 (72%)"
E01010703,A,"N = 23,924 (72%)"
E01010704,B,"N = 8,124 (26%)"
E01010705,A,"N = 23,924 (72%)"
E01010706,A,"N = 23,924 (72%)"
E01010707,A,"N = 23,924 (72%)"
E01010708,B,"N = 8,124 (26%)"
E01010709,A,"N = 23,924 (72%)"
E01010710,D,N = 83 (0.25%)
E01010711,C,"N = 5,664 (3%)"
E01010712,B,"N = 8,124 (26%)"
E01010713,B,"N = 8,124 (26%)"
E01010714,B,"N = 8,124 (26%)"
E01010715,A,"N = 23,924 (72%)"
E01010716,B,"N = 8,124 (26%)"
E01010717,B,"N = 8,124 (26%)"
E01010718,B,"N = 8,124 (26%)"
E01010719,A,"N = 23,924 (72%)"
E01010720,B,"N = 8,124 (26%)"
E01010721,B,"N = 8,124 (26%)"
E01010722,A,"N = 23,924 (72%)"
E01010723,B,"N = 8,124 (26%)"
E01010724,B,"N = 8,124 (26%)"
E01010725,B,"N = 8,124 (26%)"
E01010726,A,"N = 23,924 (72%)"
E01010727,A,"N = 23,924 (72%)"
E01010728,B,"N = 8,124 (26%)"
E01010729,A,"N = 23,924 (72%)"
E01010730,C,"N = 5,664 (3%)"
E01010731,B,"N = 8,124 (26%)"
E01010732,B,"N = 8,124 (26%)"
E01010733,C,"N = 5,664 (3%)"
E01010734,B,"N = 8,124 (26%)"
E01010735,B,"N = 8,124 (26%)"
E01010736,C,"N = 5,664 (3%)"
E01010737,B,"N = 8,124 (26%)"
E01010738,B,"N = 8,124 (26%)"
E01010739,B,"N = 8,124 (26%)"
E01010740,B,"N = 8,124 (26%)"
E01010741,B,"N = 8,124 (26%)"
E01010742,C,"N = 5,664 (3%)"
E01010743,B,"N = 8,124 (26%)"
E01010744,A,"N = 23,924 (72%)"
E01010745,B,"N = 8,124 (26%)"
E01010746,B,"N = 8,124 (26%)"
E01010747,B,"N = 8,124 (26%)"
E01010748,B,"N = 8,124 (26%)"
E01010749,B,"N = 8,124 (26%)"
E01010750,A,"N = 23,924 (72%)"
E01010751,A,"N = 23,924 (72%)"
E01010752,B,"N = 8,124 (26%)"
E01010753,A,"N = 23,924 (72%)"
E01010754,B,"N = 8,124 (26%)"
E01010755,B,"N = 8,124 (26%)"
E01010756,B,"N = 8,124 (26%)"
E01010758,A,"N = 23,924 (72%)"
E01010759,A,"N = 23,924 (72%)"
E01010760,A,"N = 23,924 (72%)"
E01010761,B,"N = 8,124 (26%)"
E01010762,B,"N = 8,124 (26%)"
E01010763,A,"N = 23,924 (72%)"
E01010764,A,"N = 23,924 (72%)"
E01010765,B,"N = 8,124 (26%)"
E01010766,A,"N = 23,924 (72%)"
E01010767,A,"N = 23,924 (72%)"
E01010768,A,"N = 23,924 (72%)"
E01010769,A,"N = 23,924 (72%)"
E01010770,A,"N = 23,924 (72%)"
E01010771,A,"N = 23,924 (72%)"
E01010772,A,"N = 23,924 (72%)"
E01010773,A,"N = 23,924 (72%)"
E01010774,A,"N = 23,924 (72%)"
E01010775,A,"N = 23,924 (72%)"
E01010776,B,"N = 8,124 (26%)"
E01010777,B,"N = 8,124 (26%)"
E01010778,B,"N = 8,124 (26%)"
E01010779,B,"N = 8,124 (26%)"
E01010781,B,"N = 8,124 (26%)"
E01010782,C,"N = 5,664 (3%)"
E01010783,A,"N = 23,924 (72%)"
E01010784,B,"N = 8,124 (26%)"
E01010785,A,"N = 23,924 (72%)"
E01010786,A,"N = 23,924 (72%)"
E01010787,B,"N = 8,124 (26%)"
E01010788,B,"N = 8,124 (26%)"
E01010789,B,"N = 8,124 (26%)"
E01010790,A,"N = 23,924 (72%)"
E01010791,A,"N = 23,924 (72%)"
E01010792,B,"N = 8,124 (26%)"
E01010793,B,"N = 8,124 (26%)"
E01010794,B,"N = 8,124 (26%)"
E01010795,B,"N = 8,124 (26%)"
E01010796,B,"N = 8,124 (26%)"
E01010797,A,"N = 23,924 (72%)"
E01010798,B,"N = 8,124 (26%)"
E01010799,B,"N = 8,124 (26%)"
E01010800,B,"N = 8,124 (26%)"
E01010801,B,"N = 8,124 (26%)"
E01010802,B,"N = 8,124 (26%)"
E01010803,B,"N = 8,124 (26%)"
E01010804,A,"N = 23,924 (72%)"
E01010805,C,"N = 5,664 (3%)"
E01010806,C,"N = 5,664 (3%)"
E01010807,B,"N = 8,124 (26%)"
E01010808,A,"N = 23,924 (72%)"
E01010809,B,"N = 8,124 (26%)"
E01010810,B,"N = 8,124 (26%)"
E01010811,A,"N = 23,924 (72%)"
E01010812,B,"N = 8,124 (26%)"
E01010813,C,"N = 5,664 (3%)"
E01010814,C,"N = 5,664 (3%)"
E01010815,C,"N = 5,664 (3%)"
E01010816,B,"N = 8,124 (26%)"
E01010817,B,"N = 8,124 (26%)"
E01010818,B,"N = 8,124 (26%)"
E01010819,B,"N = 8,124 (26%)"
E01010820,C,"N = 5,664 (3%)"
E01010821,C,"N = 5,664 (3%)"
E01010822,B,"N = 8,124 (26%)"
E01010824,C,"N = 5,664 (3%)"
E01010825,A,"N = 23,924 (72%)"
E01010826,B,"N = 8,124 (26%)"
E01010827,B,"N = 8,124 (26%)"
E01010828,B,"N = 8,124 (26%)"
E01010829,B,"N = 8,124 (26%)"
E01010830,C,"N = 5,664 (3%)"
E01010831,B,"N = 8,124 (26%)"
E01010832,B,"N = 8,124 (26%)"
E01010833,C,"N = 5,664 (3%)"
E01010834,C,"N = 5,664 (3%)"
E01010835,B,"N = 8,124 (26%)"
E01010836,B,"N = 8,124 (26%)"
E01010837,B,"N = 8,124 (26%)"
E01010838,B,"N = 8,124 (26%)"
E01010839,B,"N = 8,124 (26%)"
E01010840,B,"N = 8,124 (26%)"
E01010841,B,"N = 8,124 (26%)"
E01010842,B,"N = 8,124 (26%)"
E01010843,A,"N = 23,924 (72%)"
E01010845,B,"N = 8,124 (26%)"
E01010846,B,"N = 8,124 (26%)"
E01010847,B,"N = 8,124 (26%)"
E01010848,B,"N = 8,124 (26%)"
E01010849,A,"N = 23,924 (72%)"
E01010850,B,"N = 8,124 (26%)"
E01010851,B,"N = 8,124 (26%)"
E01010852,A,"N = 23,924 (72%)"
E01010853,A,"N = 23,924 (72%)"
E01010854,A,"N = 23,924 (72%)"
E01010855,A,"N = 23,924 (72%)"
E01010856,A,"N = 23,924 (72%)"
E01010857,A,"N = 23,924 (72%)"
E01010858,A,"N = 23,924 (72%)"
E01010859,A,"N = 23,924 (72%)"
E01010860,B,"N = 8,124 (26%)"
E01010861,A,"N = 23,924 (72%)"
E01010862,A,"N = 23,924 (72%)"
E01010863,A,"N = 23,924 (72%)"
E01010864,A,"N = 23,924 (72%)"
E01010865,A,"N = 23,924 (72%)"
E01010866,B,"N = 8,124 (26%)"
E01010867,B,"N = 8,124 (26%)"
E01010868,B,"N = 8,124 (26%)"
E01010869,B,"N = 8,124 (26%)"
E01010870,A,"N = 23,924 (72%)"
E01010871,B,"N = 8,124 (26%)"
E01010872,C,"N = 5,664 (3%)"
E01010873,A,"N = 23,924 (72%)"
E01010874,B,"N = 8,124 (26%)"
E01010875,A,"N = 23,924 (72%)"
E01010876,A,"N = 23,924 (72%)"
E01010877,A,"N = 23,924 (72%)"
E01010878,B,"N = 8,124 (26%)"
E01010879,B,"N = 8,124 (26%)"
E01010880,B,"N = 8,124 (26%)"
E01010881,A,"N = 23,924 (72%)"
E01010882,A,"N = 23,924 (72%)"
E01010883,A,"N = 23,924 (72%)"
E01010884,B,"N = 8,124 (26%)"
E01010885,A,"N = 23,924 (72%)"
E01010886,A,"N = 23,924 (72%)"
E01010887,A,"N = 23,924 (72%)"
E01010888,A,"N = 23,924 (72%)"
E01010889,B,"N = 8,124 (26%)"
E01010890,B,"N = 8,124 (26%)"
E01010891,B,"N = 8,124 (26%)"
E01010892,A,"N = 23,924 (72%)"
E01010893,A,"N = 23,924 (72%)"
E01010894,B,"N = 8,124 (26%)"
E01010895,A,"N = 23,924 (72%)"
E01010896,A,"N = 23,924 (72%)"
E01010897,A,"N = 23,924 (72%)"
E01010898,B,"N = 8,124 (26%)"
E01010899,A,"N = 23,924 (72%)"
E01010900,A,"N = 23,924 (72%)"
E01010901,A,"N = 23,924 (72%)"
