lsoa_code,traj,traj_titles
E01000001,B,"N = 8,124 (26%)"
E01000002,B,"N = 8,124 (26%)"
E01000003,A,"N = 23,924 (72%)"
E01000005,B,"N = 8,124 (26%)"
E01000006,A,"N = 23,924 (72%)"
E01000007,C,"N = 5,664 (3%)"
E01000008,B,"N = 8,124 (26%)"
E01000009,B,"N = 8,124 (26%)"
E01000010,D,N = 83 (0.25%)
E01000011,A,"N = 23,924 (72%)"
E01000012,A,"N = 23,924 (72%)"
E01000013,B,"N = 8,124 (26%)"
E01000014,A,"N = 23,924 (72%)"
E01000015,A,"N = 23,924 (72%)"
E01000016,A,"N = 23,924 (72%)"
E01000017,A,"N = 23,924 (72%)"
E01000018,A,"N = 23,924 (72%)"
E01000019,A,"N = 23,924 (72%)"
E01000020,A,"N = 23,924 (72%)"
E01000021,B,"N = 8,124 (26%)"
E01000022,A,"N = 23,924 (72%)"
E01000023,B,"N = 8,124 (26%)"
E01000024,A,"N = 23,924 (72%)"
E01000025,A,"N = 23,924 (72%)"
E01000027,B,"N = 8,124 (26%)"
E01000028,A,"N = 23,924 (72%)"
E01000029,B,"N = 8,124 (26%)"
E01000030,A,"N = 23,924 (72%)"
E01000031,A,"N = 23,924 (72%)"
E01000032,B,"N = 8,124 (26%)"
E01000033,A,"N = 23,924 (72%)"
E01000034,A,"N = 23,924 (72%)"
E01000035,A,"N = 23,924 (72%)"
E01000036,A,"N = 23,924 (72%)"
E01000037,A,"N = 23,924 (72%)"
E01000038,A,"N = 23,924 (72%)"
E01000039,A,"N = 23,924 (72%)"
E01000040,A,"N = 23,924 (72%)"
E01000041,A,"N = 23,924 (72%)"
E01000042,B,"N = 8,124 (26%)"
E01000043,A,"N = 23,924 (72%)"
E01000044,A,"N = 23,924 (72%)"
E01000045,B,"N = 8,124 (26%)"
E01000046,A,"N = 23,924 (72%)"
E01000048,A,"N = 23,924 (72%)"
E01000049,B,"N = 8,124 (26%)"
E01000050,B,"N = 8,124 (26%)"
E01000051,A,"N = 23,924 (72%)"
E01000052,A,"N = 23,924 (72%)"
E01000053,A,"N = 23,924 (72%)"
E01000054,A,"N = 23,924 (72%)"
E01000055,A,"N = 23,924 (72%)"
E01000056,A,"N = 23,924 (72%)"
E01000057,A,"N = 23,924 (72%)"
E01000058,A,"N = 23,924 (72%)"
E01000059,A,"N = 23,924 (72%)"
E01000060,B,"N = 8,124 (26%)"
E01000061,B,"N = 8,124 (26%)"
E01000062,B,"N = 8,124 (26%)"
E01000063,A,"N = 23,924 (72%)"
E01000064,B,"N = 8,124 (26%)"
E01000065,A,"N = 23,924 (72%)"
E01000066,B,"N = 8,124 (26%)"
E01000067,A,"N = 23,924 (72%)"
E01000068,A,"N = 23,924 (72%)"
E01000069,A,"N = 23,924 (72%)"
E01000070,B,"N = 8,124 (26%)"
E01000071,A,"N = 23,924 (72%)"
E01000072,B,"N = 8,124 (26%)"
E01000073,A,"N = 23,924 (72%)"
E01000074,A,"N = 23,924 (72%)"
E01000075,B,"N = 8,124 (26%)"
E01000076,A,"N = 23,924 (72%)"
E01000077,B,"N = 8,124 (26%)"
E01000078,A,"N = 23,924 (72%)"
E01000079,A,"N = 23,924 (72%)"
E01000080,A,"N = 23,924 (72%)"
E01000081,A,"N = 23,924 (72%)"
E01000082,B,"N = 8,124 (26%)"
E01000083,A,"N = 23,924 (72%)"
E01000084,A,"N = 23,924 (72%)"
E01000085,A,"N = 23,924 (72%)"
E01000086,A,"N = 23,924 (72%)"
E01000087,A,"N = 23,924 (72%)"
E01000088,A,"N = 23,924 (72%)"
E01000089,A,"N = 23,924 (72%)"
E01000090,B,"N = 8,124 (26%)"
E01000091,A,"N = 23,924 (72%)"
E01000092,C,"N = 5,664 (3%)"
E01000093,B,"N = 8,124 (26%)"
E01000094,A,"N = 23,924 (72%)"
E01000095,B,"N = 8,124 (26%)"
E01000096,B,"N = 8,124 (26%)"
E01000097,A,"N = 23,924 (72%)"
E01000098,B,"N = 8,124 (26%)"
E01000099,A,"N = 23,924 (72%)"
E01000100,A,"N = 23,924 (72%)"
E01000101,A,"N = 23,924 (72%)"
E01000102,A,"N = 23,924 (72%)"
E01000103,A,"N = 23,924 (72%)"
E01000104,A,"N = 23,924 (72%)"
E01000105,C,"N = 5,664 (3%)"
E01000106,A,"N = 23,924 (72%)"
E01000107,A,"N = 23,924 (72%)"
E01000108,B,"N = 8,124 (26%)"
E01000109,A,"N = 23,924 (72%)"
E01000110,A,"N = 23,924 (72%)"
E01000111,B,"N = 8,124 (26%)"
E01000112,B,"N = 8,124 (26%)"
E01000113,B,"N = 8,124 (26%)"
E01000114,B,"N = 8,124 (26%)"
E01000115,A,"N = 23,924 (72%)"
E01000116,A,"N = 23,924 (72%)"
E01000117,A,"N = 23,924 (72%)"
E01000118,A,"N = 23,924 (72%)"
E01000119,A,"N = 23,924 (72%)"
E01000120,A,"N = 23,924 (72%)"
E01000121,A,"N = 23,924 (72%)"
E01000122,A,"N = 23,924 (72%)"
E01000123,A,"N = 23,924 (72%)"
E01000124,B,"N = 8,124 (26%)"
E01000125,B,"N = 8,124 (26%)"
E01000126,A,"N = 23,924 (72%)"
E01000127,A,"N = 23,924 (72%)"
E01000128,A,"N = 23,924 (72%)"
E01000129,B,"N = 8,124 (26%)"
E01000130,A,"N = 23,924 (72%)"
E01000131,A,"N = 23,924 (72%)"
E01000132,A,"N = 23,924 (72%)"
E01000133,A,"N = 23,924 (72%)"
E01000134,A,"N = 23,924 (72%)"
E01000135,A,"N = 23,924 (72%)"
E01000136,A,"N = 23,924 (72%)"
E01000137,A,"N = 23,924 (72%)"
E01000138,A,"N = 23,924 (72%)"
E01000139,A,"N = 23,924 (72%)"
E01000140,A,"N = 23,924 (72%)"
E01000141,C,"N = 5,664 (3%)"
E01000142,B,"N = 8,124 (26%)"
E01000143,B,"N = 8,124 (26%)"
E01000144,A,"N = 23,924 (72%)"
E01000145,B,"N = 8,124 (26%)"
E01000146,C,"N = 5,664 (3%)"
E01000147,A,"N = 23,924 (72%)"
E01000148,B,"N = 8,124 (26%)"
E01000150,B,"N = 8,124 (26%)"
E01000151,B,"N = 8,124 (26%)"
E01000152,A,"N = 23,924 (72%)"
E01000153,A,"N = 23,924 (72%)"
E01000154,A,"N = 23,924 (72%)"
E01000155,B,"N = 8,124 (26%)"
E01000156,A,"N = 23,924 (72%)"
E01000157,A,"N = 23,924 (72%)"
E01000158,A,"N = 23,924 (72%)"
E01000159,A,"N = 23,924 (72%)"
E01000160,B,"N = 8,124 (26%)"
E01000161,A,"N = 23,924 (72%)"
E01000162,B,"N = 8,124 (26%)"
E01000163,A,"N = 23,924 (72%)"
E01000164,C,"N = 5,664 (3%)"
E01000165,A,"N = 23,924 (72%)"
E01000166,A,"N = 23,924 (72%)"
E01000167,A,"N = 23,924 (72%)"
E01000168,A,"N = 23,924 (72%)"
E01000169,A,"N = 23,924 (72%)"
E01000170,B,"N = 8,124 (26%)"
E01000171,B,"N = 8,124 (26%)"
E01000172,A,"N = 23,924 (72%)"
E01000173,A,"N = 23,924 (72%)"
E01000174,A,"N = 23,924 (72%)"
E01000175,A,"N = 23,924 (72%)"
E01000176,B,"N = 8,124 (26%)"
E01000177,A,"N = 23,924 (72%)"
E01000178,A,"N = 23,924 (72%)"
E01000179,A,"N = 23,924 (72%)"
E01000180,A,"N = 23,924 (72%)"
E01000181,A,"N = 23,924 (72%)"
E01000182,A,"N = 23,924 (72%)"
E01000183,A,"N = 23,924 (72%)"
E01000184,A,"N = 23,924 (72%)"
E01000185,A,"N = 23,924 (72%)"
E01000186,A,"N = 23,924 (72%)"
E01000187,A,"N = 23,924 (72%)"
E01000188,A,"N = 23,924 (72%)"
E01000189,B,"N = 8,124 (26%)"
E01000190,A,"N = 23,924 (72%)"
E01000191,A,"N = 23,924 (72%)"
E01000192,B,"N = 8,124 (26%)"
E01000193,B,"N = 8,124 (26%)"
E01000194,B,"N = 8,124 (26%)"
E01000195,A,"N = 23,924 (72%)"
E01000196,B,"N = 8,124 (26%)"
E01000197,A,"N = 23,924 (72%)"
E01000198,A,"N = 23,924 (72%)"
E01000199,A,"N = 23,924 (72%)"
E01000200,A,"N = 23,924 (72%)"
E01000201,A,"N = 23,924 (72%)"
E01000202,A,"N = 23,924 (72%)"
E01000203,A,"N = 23,924 (72%)"
E01000204,A,"N = 23,924 (72%)"
E01000205,A,"N = 23,924 (72%)"
E01000206,A,"N = 23,924 (72%)"
E01000207,A,"N = 23,924 (72%)"
E01000208,A,"N = 23,924 (72%)"
E01000209,A,"N = 23,924 (72%)"
E01000210,A,"N = 23,924 (72%)"
E01000211,B,"N = 8,124 (26%)"
E01000212,A,"N = 23,924 (72%)"
E01000213,A,"N = 23,924 (72%)"
E01000214,A,"N = 23,924 (72%)"
E01000215,A,"N = 23,924 (72%)"
E01000216,A,"N = 23,924 (72%)"
E01000217,A,"N = 23,924 (72%)"
E01000218,A,"N = 23,924 (72%)"
E01000219,B,"N = 8,124 (26%)"
E01000220,A,"N = 23,924 (72%)"
E01000221,B,"N = 8,124 (26%)"
E01000222,A,"N = 23,924 (72%)"
E01000223,B,"N = 8,124 (26%)"
E01000224,A,"N = 23,924 (72%)"
E01000225,A,"N = 23,924 (72%)"
E01000226,A,"N = 23,924 (72%)"
E01000227,A,"N = 23,924 (72%)"
E01000228,A,"N = 23,924 (72%)"
E01000229,A,"N = 23,924 (72%)"
E01000230,A,"N = 23,924 (72%)"
E01000231,A,"N = 23,924 (72%)"
E01000232,A,"N = 23,924 (72%)"
E01000233,A,"N = 23,924 (72%)"
E01000234,A,"N = 23,924 (72%)"
E01000235,A,"N = 23,924 (72%)"
E01000236,A,"N = 23,924 (72%)"
E01000237,B,"N = 8,124 (26%)"
E01000238,A,"N = 23,924 (72%)"
E01000239,B,"N = 8,124 (26%)"
E01000240,A,"N = 23,924 (72%)"
E01000241,A,"N = 23,924 (72%)"
E01000242,A,"N = 23,924 (72%)"
E01000243,A,"N = 23,924 (72%)"
E01000244,B,"N = 8,124 (26%)"
E01000245,B,"N = 8,124 (26%)"
E01000246,A,"N = 23,924 (72%)"
E01000247,A,"N = 23,924 (72%)"
E01000248,A,"N = 23,924 (72%)"
E01000249,A,"N = 23,924 (72%)"
E01000250,B,"N = 8,124 (26%)"
E01000251,B,"N = 8,124 (26%)"
E01000252,A,"N = 23,924 (72%)"
E01000253,B,"N = 8,124 (26%)"
E01000254,A,"N = 23,924 (72%)"
E01000255,A,"N = 23,924 (72%)"
E01000256,A,"N = 23,924 (72%)"
E01000257,B,"N = 8,124 (26%)"
E01000258,B,"N = 8,124 (26%)"
E01000259,A,"N = 23,924 (72%)"
E01000260,B,"N = 8,124 (26%)"
E01000261,A,"N = 23,924 (72%)"
E01000262,A,"N = 23,924 (72%)"
E01000263,A,"N = 23,924 (72%)"
E01000264,B,"N = 8,124 (26%)"
E01000265,A,"N = 23,924 (72%)"
E01000266,A,"N = 23,924 (72%)"
E01000267,A,"N = 23,924 (72%)"
E01000268,B,"N = 8,124 (26%)"
E01000269,A,"N = 23,924 (72%)"
E01000270,A,"N = 23,924 (72%)"
E01000271,A,"N = 23,924 (72%)"
E01000272,A,"N = 23,924 (72%)"
E01000273,A,"N = 23,924 (72%)"
E01000274,B,"N = 8,124 (26%)"
E01000275,A,"N = 23,924 (72%)"
E01000276,A,"N = 23,924 (72%)"
E01000277,A,"N = 23,924 (72%)"
E01000278,A,"N = 23,924 (72%)"
E01000279,A,"N = 23,924 (72%)"
E01000280,A,"N = 23,924 (72%)"
E01000281,B,"N = 8,124 (26%)"
E01000282,A,"N = 23,924 (72%)"
E01000283,A,"N = 23,924 (72%)"
E01000284,A,"N = 23,924 (72%)"
E01000285,A,"N = 23,924 (72%)"
E01000286,A,"N = 23,924 (72%)"
E01000287,A,"N = 23,924 (72%)"
E01000288,A,"N = 23,924 (72%)"
E01000289,A,"N = 23,924 (72%)"
E01000290,A,"N = 23,924 (72%)"
E01000291,A,"N = 23,924 (72%)"
E01000292,A,"N = 23,924 (72%)"
E01000293,A,"N = 23,924 (72%)"
E01000294,B,"N = 8,124 (26%)"
E01000295,A,"N = 23,924 (72%)"
E01000296,B,"N = 8,124 (26%)"
E01000297,A,"N = 23,924 (72%)"
E01000298,A,"N = 23,924 (72%)"
E01000299,B,"N = 8,124 (26%)"
E01000300,A,"N = 23,924 (72%)"
E01000301,A,"N = 23,924 (72%)"
E01000302,A,"N = 23,924 (72%)"
E01000303,A,"N = 23,924 (72%)"
E01000304,A,"N = 23,924 (72%)"
E01000305,A,"N = 23,924 (72%)"
E01000306,A,"N = 23,924 (72%)"
E01000307,C,"N = 5,664 (3%)"
E01000308,B,"N = 8,124 (26%)"
E01000309,A,"N = 23,924 (72%)"
E01000310,A,"N = 23,924 (72%)"
E01000311,A,"N = 23,924 (72%)"
E01000312,A,"N = 23,924 (72%)"
E01000313,A,"N = 23,924 (72%)"
E01000314,B,"N = 8,124 (26%)"
E01000315,A,"N = 23,924 (72%)"
E01000316,B,"N = 8,124 (26%)"
E01000317,A,"N = 23,924 (72%)"
E01000318,A,"N = 23,924 (72%)"
E01000319,A,"N = 23,924 (72%)"
E01000320,A,"N = 23,924 (72%)"
E01000321,A,"N = 23,924 (72%)"
E01000322,A,"N = 23,924 (72%)"
E01000323,B,"N = 8,124 (26%)"
E01000324,A,"N = 23,924 (72%)"
E01000325,A,"N = 23,924 (72%)"
E01000326,A,"N = 23,924 (72%)"
E01000327,A,"N = 23,924 (72%)"
E01000328,A,"N = 23,924 (72%)"
E01000329,A,"N = 23,924 (72%)"
E01000330,A,"N = 23,924 (72%)"
E01000331,A,"N = 23,924 (72%)"
E01000332,A,"N = 23,924 (72%)"
E01000333,B,"N = 8,124 (26%)"
E01000334,A,"N = 23,924 (72%)"
E01000335,B,"N = 8,124 (26%)"
E01000336,B,"N = 8,124 (26%)"
E01000337,A,"N = 23,924 (72%)"
E01000338,A,"N = 23,924 (72%)"
E01000339,A,"N = 23,924 (72%)"
E01000340,A,"N = 23,924 (72%)"
E01000341,A,"N = 23,924 (72%)"
E01000342,A,"N = 23,924 (72%)"
E01000343,B,"N = 8,124 (26%)"
E01000344,A,"N = 23,924 (72%)"
E01000345,A,"N = 23,924 (72%)"
E01000346,A,"N = 23,924 (72%)"
E01000347,A,"N = 23,924 (72%)"
E01000348,A,"N = 23,924 (72%)"
E01000349,A,"N = 23,924 (72%)"
E01000350,A,"N = 23,924 (72%)"
E01000351,A,"N = 23,924 (72%)"
E01000352,A,"N = 23,924 (72%)"
E01000353,A,"N = 23,924 (72%)"
E01000354,A,"N = 23,924 (72%)"
E01000355,A,"N = 23,924 (72%)"
E01000356,A,"N = 23,924 (72%)"
E01000357,A,"N = 23,924 (72%)"
E01000358,A,"N = 23,924 (72%)"
E01000359,A,"N = 23,924 (72%)"
E01000360,B,"N = 8,124 (26%)"
E01000361,A,"N = 23,924 (72%)"
E01000362,B,"N = 8,124 (26%)"
E01000363,A,"N = 23,924 (72%)"
E01000364,A,"N = 23,924 (72%)"
E01000365,A,"N = 23,924 (72%)"
E01000366,A,"N = 23,924 (72%)"
E01000367,B,"N = 8,124 (26%)"
E01000368,A,"N = 23,924 (72%)"
E01000369,A,"N = 23,924 (72%)"
E01000370,A,"N = 23,924 (72%)"
E01000371,A,"N = 23,924 (72%)"
E01000372,A,"N = 23,924 (72%)"
E01000373,A,"N = 23,924 (72%)"
E01000374,A,"N = 23,924 (72%)"
E01000375,B,"N = 8,124 (26%)"
E01000376,A,"N = 23,924 (72%)"
E01000377,A,"N = 23,924 (72%)"
E01000378,C,"N = 5,664 (3%)"
E01000379,A,"N = 23,924 (72%)"
E01000380,A,"N = 23,924 (72%)"
E01000381,A,"N = 23,924 (72%)"
E01000382,A,"N = 23,924 (72%)"
E01000383,A,"N = 23,924 (72%)"
E01000384,A,"N = 23,924 (72%)"
E01000385,A,"N = 23,924 (72%)"
E01000386,B,"N = 8,124 (26%)"
E01000387,A,"N = 23,924 (72%)"
E01000388,A,"N = 23,924 (72%)"
E01000389,A,"N = 23,924 (72%)"
E01000390,A,"N = 23,924 (72%)"
E01000391,A,"N = 23,924 (72%)"
E01000392,B,"N = 8,124 (26%)"
E01000393,A,"N = 23,924 (72%)"
E01000394,A,"N = 23,924 (72%)"
E01000395,A,"N = 23,924 (72%)"
E01000396,A,"N = 23,924 (72%)"
E01000398,A,"N = 23,924 (72%)"
E01000399,A,"N = 23,924 (72%)"
E01000400,A,"N = 23,924 (72%)"
E01000401,A,"N = 23,924 (72%)"
E01000402,A,"N = 23,924 (72%)"
E01000403,C,"N = 5,664 (3%)"
E01000404,B,"N = 8,124 (26%)"
E01000405,B,"N = 8,124 (26%)"
E01000406,A,"N = 23,924 (72%)"
E01000407,A,"N = 23,924 (72%)"
E01000408,B,"N = 8,124 (26%)"
E01000409,A,"N = 23,924 (72%)"
E01000410,A,"N = 23,924 (72%)"
E01000411,A,"N = 23,924 (72%)"
E01000412,A,"N = 23,924 (72%)"
E01000413,A,"N = 23,924 (72%)"
E01000414,B,"N = 8,124 (26%)"
E01000415,A,"N = 23,924 (72%)"
E01000416,A,"N = 23,924 (72%)"
E01000417,A,"N = 23,924 (72%)"
E01000418,B,"N = 8,124 (26%)"
E01000419,A,"N = 23,924 (72%)"
E01000420,A,"N = 23,924 (72%)"
E01000421,A,"N = 23,924 (72%)"
E01000422,B,"N = 8,124 (26%)"
E01000423,A,"N = 23,924 (72%)"
E01000424,A,"N = 23,924 (72%)"
E01000425,A,"N = 23,924 (72%)"
E01000426,A,"N = 23,924 (72%)"
E01000427,A,"N = 23,924 (72%)"
E01000428,B,"N = 8,124 (26%)"
E01000429,B,"N = 8,124 (26%)"
E01000430,A,"N = 23,924 (72%)"
E01000431,B,"N = 8,124 (26%)"
E01000432,B,"N = 8,124 (26%)"
E01000433,A,"N = 23,924 (72%)"
E01000434,B,"N = 8,124 (26%)"
E01000435,A,"N = 23,924 (72%)"
E01000436,A,"N = 23,924 (72%)"
E01000437,A,"N = 23,924 (72%)"
E01000438,A,"N = 23,924 (72%)"
E01000439,B,"N = 8,124 (26%)"
E01000440,A,"N = 23,924 (72%)"
E01000441,A,"N = 23,924 (72%)"
E01000442,A,"N = 23,924 (72%)"
E01000443,A,"N = 23,924 (72%)"
E01000444,A,"N = 23,924 (72%)"
E01000445,A,"N = 23,924 (72%)"
E01000446,A,"N = 23,924 (72%)"
E01000447,B,"N = 8,124 (26%)"
E01000448,A,"N = 23,924 (72%)"
E01000449,A,"N = 23,924 (72%)"
E01000450,A,"N = 23,924 (72%)"
E01000451,A,"N = 23,924 (72%)"
E01000452,A,"N = 23,924 (72%)"
E01000453,A,"N = 23,924 (72%)"
E01000454,A,"N = 23,924 (72%)"
E01000455,A,"N = 23,924 (72%)"
E01000456,A,"N = 23,924 (72%)"
E01000457,B,"N = 8,124 (26%)"
E01000458,A,"N = 23,924 (72%)"
E01000459,A,"N = 23,924 (72%)"
E01000460,A,"N = 23,924 (72%)"
E01000461,A,"N = 23,924 (72%)"
E01000462,B,"N = 8,124 (26%)"
E01000463,A,"N = 23,924 (72%)"
E01000464,B,"N = 8,124 (26%)"
E01000465,A,"N = 23,924 (72%)"
E01000466,B,"N = 8,124 (26%)"
E01000467,A,"N = 23,924 (72%)"
E01000468,B,"N = 8,124 (26%)"
E01000469,A,"N = 23,924 (72%)"
E01000470,A,"N = 23,924 (72%)"
E01000471,A,"N = 23,924 (72%)"
E01000472,B,"N = 8,124 (26%)"
E01000473,B,"N = 8,124 (26%)"
E01000474,A,"N = 23,924 (72%)"
E01000475,B,"N = 8,124 (26%)"
E01000476,A,"N = 23,924 (72%)"
E01000477,B,"N = 8,124 (26%)"
E01000478,B,"N = 8,124 (26%)"
E01000479,A,"N = 23,924 (72%)"
E01000480,A,"N = 23,924 (72%)"
E01000481,A,"N = 23,924 (72%)"
E01000482,B,"N = 8,124 (26%)"
E01000483,B,"N = 8,124 (26%)"
E01000484,A,"N = 23,924 (72%)"
E01000485,A,"N = 23,924 (72%)"
E01000486,A,"N = 23,924 (72%)"
E01000487,A,"N = 23,924 (72%)"
E01000488,A,"N = 23,924 (72%)"
E01000489,A,"N = 23,924 (72%)"
E01000490,B,"N = 8,124 (26%)"
E01000491,B,"N = 8,124 (26%)"
E01000492,A,"N = 23,924 (72%)"
E01000493,A,"N = 23,924 (72%)"
E01000494,A,"N = 23,924 (72%)"
E01000495,A,"N = 23,924 (72%)"
E01000497,B,"N = 8,124 (26%)"
E01000498,A,"N = 23,924 (72%)"
E01000499,B,"N = 8,124 (26%)"
E01000501,A,"N = 23,924 (72%)"
E01000502,A,"N = 23,924 (72%)"
E01000503,A,"N = 23,924 (72%)"
E01000504,B,"N = 8,124 (26%)"
E01000505,A,"N = 23,924 (72%)"
E01000506,B,"N = 8,124 (26%)"
E01000507,A,"N = 23,924 (72%)"
E01000508,B,"N = 8,124 (26%)"
E01000509,A,"N = 23,924 (72%)"
E01000510,B,"N = 8,124 (26%)"
E01000511,A,"N = 23,924 (72%)"
E01000512,B,"N = 8,124 (26%)"
E01000513,A,"N = 23,924 (72%)"
E01000514,A,"N = 23,924 (72%)"
E01000515,A,"N = 23,924 (72%)"
E01000516,A,"N = 23,924 (72%)"
E01000517,A,"N = 23,924 (72%)"
E01000518,A,"N = 23,924 (72%)"
E01000519,A,"N = 23,924 (72%)"
E01000520,A,"N = 23,924 (72%)"
E01000521,B,"N = 8,124 (26%)"
E01000522,A,"N = 23,924 (72%)"
E01000523,B,"N = 8,124 (26%)"
E01000524,C,"N = 5,664 (3%)"
E01000525,A,"N = 23,924 (72%)"
E01000526,B,"N = 8,124 (26%)"
E01000527,B,"N = 8,124 (26%)"
E01000528,B,"N = 8,124 (26%)"
E01000530,A,"N = 23,924 (72%)"
E01000531,A,"N = 23,924 (72%)"
E01000532,B,"N = 8,124 (26%)"
E01000533,B,"N = 8,124 (26%)"
E01000534,A,"N = 23,924 (72%)"
E01000535,B,"N = 8,124 (26%)"
E01000536,B,"N = 8,124 (26%)"
E01000538,A,"N = 23,924 (72%)"
E01000539,A,"N = 23,924 (72%)"
E01000540,A,"N = 23,924 (72%)"
E01000541,A,"N = 23,924 (72%)"
E01000543,A,"N = 23,924 (72%)"
E01000544,A,"N = 23,924 (72%)"
E01000545,B,"N = 8,124 (26%)"
E01000546,A,"N = 23,924 (72%)"
E01000547,A,"N = 23,924 (72%)"
E01000548,B,"N = 8,124 (26%)"
E01000549,A,"N = 23,924 (72%)"
E01000550,B,"N = 8,124 (26%)"
E01000551,A,"N = 23,924 (72%)"
E01000552,A,"N = 23,924 (72%)"
E01000553,B,"N = 8,124 (26%)"
E01000554,A,"N = 23,924 (72%)"
E01000555,A,"N = 23,924 (72%)"
E01000556,C,"N = 5,664 (3%)"
E01000557,A,"N = 23,924 (72%)"
E01000558,B,"N = 8,124 (26%)"
E01000559,A,"N = 23,924 (72%)"
E01000560,A,"N = 23,924 (72%)"
E01000561,A,"N = 23,924 (72%)"
E01000562,A,"N = 23,924 (72%)"
E01000563,A,"N = 23,924 (72%)"
E01000564,A,"N = 23,924 (72%)"
E01000565,A,"N = 23,924 (72%)"
E01000566,A,"N = 23,924 (72%)"
E01000567,A,"N = 23,924 (72%)"
E01000568,B,"N = 8,124 (26%)"
E01000569,A,"N = 23,924 (72%)"
E01000570,A,"N = 23,924 (72%)"
E01000571,A,"N = 23,924 (72%)"
E01000572,A,"N = 23,924 (72%)"
E01000573,A,"N = 23,924 (72%)"
E01000574,A,"N = 23,924 (72%)"
E01000575,A,"N = 23,924 (72%)"
E01000576,B,"N = 8,124 (26%)"
E01000577,B,"N = 8,124 (26%)"
E01000578,A,"N = 23,924 (72%)"
E01000579,A,"N = 23,924 (72%)"
E01000580,B,"N = 8,124 (26%)"
E01000581,A,"N = 23,924 (72%)"
E01000582,A,"N = 23,924 (72%)"
E01000583,B,"N = 8,124 (26%)"
E01000584,A,"N = 23,924 (72%)"
E01000585,A,"N = 23,924 (72%)"
E01000586,B,"N = 8,124 (26%)"
E01000587,A,"N = 23,924 (72%)"
E01000588,C,"N = 5,664 (3%)"
E01000589,A,"N = 23,924 (72%)"
E01000590,A,"N = 23,924 (72%)"
E01000591,A,"N = 23,924 (72%)"
E01000592,A,"N = 23,924 (72%)"
E01000593,A,"N = 23,924 (72%)"
E01000594,B,"N = 8,124 (26%)"
E01000595,B,"N = 8,124 (26%)"
E01000596,A,"N = 23,924 (72%)"
E01000599,A,"N = 23,924 (72%)"
E01000600,C,"N = 5,664 (3%)"
E01000601,C,"N = 5,664 (3%)"
E01000602,A,"N = 23,924 (72%)"
E01000603,A,"N = 23,924 (72%)"
E01000604,A,"N = 23,924 (72%)"
E01000605,A,"N = 23,924 (72%)"
E01000606,A,"N = 23,924 (72%)"
E01000607,A,"N = 23,924 (72%)"
E01000608,B,"N = 8,124 (26%)"
E01000609,A,"N = 23,924 (72%)"
E01000610,A,"N = 23,924 (72%)"
E01000611,A,"N = 23,924 (72%)"
E01000612,A,"N = 23,924 (72%)"
E01000613,A,"N = 23,924 (72%)"
E01000615,B,"N = 8,124 (26%)"
E01000616,A,"N = 23,924 (72%)"
E01000617,A,"N = 23,924 (72%)"
E01000618,A,"N = 23,924 (72%)"
E01000619,A,"N = 23,924 (72%)"
E01000620,A,"N = 23,924 (72%)"
E01000621,A,"N = 23,924 (72%)"
E01000622,A,"N = 23,924 (72%)"
E01000623,A,"N = 23,924 (72%)"
E01000624,A,"N = 23,924 (72%)"
E01000625,B,"N = 8,124 (26%)"
E01000626,A,"N = 23,924 (72%)"
E01000627,B,"N = 8,124 (26%)"
E01000628,B,"N = 8,124 (26%)"
E01000629,A,"N = 23,924 (72%)"
E01000630,B,"N = 8,124 (26%)"
E01000631,B,"N = 8,124 (26%)"
E01000632,A,"N = 23,924 (72%)"
E01000633,B,"N = 8,124 (26%)"
E01000634,A,"N = 23,924 (72%)"
E01000635,C,"N = 5,664 (3%)"
E01000636,B,"N = 8,124 (26%)"
E01000637,A,"N = 23,924 (72%)"
E01000638,B,"N = 8,124 (26%)"
E01000639,A,"N = 23,924 (72%)"
E01000640,B,"N = 8,124 (26%)"
E01000641,B,"N = 8,124 (26%)"
E01000642,C,"N = 5,664 (3%)"
E01000643,B,"N = 8,124 (26%)"
E01000644,A,"N = 23,924 (72%)"
E01000645,A,"N = 23,924 (72%)"
E01000646,A,"N = 23,924 (72%)"
E01000647,A,"N = 23,924 (72%)"
E01000648,A,"N = 23,924 (72%)"
E01000649,A,"N = 23,924 (72%)"
E01000650,A,"N = 23,924 (72%)"
E01000651,A,"N = 23,924 (72%)"
E01000652,A,"N = 23,924 (72%)"
E01000653,A,"N = 23,924 (72%)"
E01000654,A,"N = 23,924 (72%)"
E01000655,A,"N = 23,924 (72%)"
E01000656,A,"N = 23,924 (72%)"
E01000657,A,"N = 23,924 (72%)"
E01000658,A,"N = 23,924 (72%)"
E01000659,A,"N = 23,924 (72%)"
E01000661,B,"N = 8,124 (26%)"
E01000662,A,"N = 23,924 (72%)"
E01000663,A,"N = 23,924 (72%)"
E01000664,A,"N = 23,924 (72%)"
E01000665,A,"N = 23,924 (72%)"
E01000666,A,"N = 23,924 (72%)"
E01000667,A,"N = 23,924 (72%)"
E01000668,B,"N = 8,124 (26%)"
E01000669,A,"N = 23,924 (72%)"
E01000670,A,"N = 23,924 (72%)"
E01000671,A,"N = 23,924 (72%)"
E01000672,A,"N = 23,924 (72%)"
E01000673,A,"N = 23,924 (72%)"
E01000674,A,"N = 23,924 (72%)"
E01000675,C,"N = 5,664 (3%)"
E01000676,C,"N = 5,664 (3%)"
E01000677,C,"N = 5,664 (3%)"
E01000678,A,"N = 23,924 (72%)"
E01000679,A,"N = 23,924 (72%)"
E01000680,A,"N = 23,924 (72%)"
